mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_base_estimator,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.9043335119883219,0.03996961641863797,0.07733488082885742,0.010965164716247052,SAMME,,0.1,100,"{'algorithm': 'SAMME', 'base_estimator': None, 'learning_rate': 0.1, 'n_estimators': 100}",0.5887850467289719,0.6549295774647887,0.5990566037735849,0.6142410015649452,0.02907514168755591,141,0.6247058823529412,0.6279342723004695,0.6124121779859485,0.6216841108797864,0.006687410066894383
1.2650014559427898,0.03802851003370891,0.08166662851969402,0.008992242871421606,SAMME,,0.1,150,"{'algorithm': 'SAMME', 'base_estimator': None, 'learning_rate': 0.1, 'n_estimators': 150}",0.6121495327102804,0.636150234741784,0.5990566037735849,0.6158059467918623,0.015346504304742893,138,0.6411764705882353,0.6232394366197183,0.6124121779859485,0.6256093617313008,0.011861943095557752
1.605769157409668,0.21297744355929027,0.12251559893290202,0.029385255153063092,SAMME,,0.1,200,"{'algorithm': 'SAMME', 'base_estimator': None, 'learning_rate': 0.1, 'n_estimators': 200}",0.6144859813084113,0.636150234741784,0.5990566037735849,0.6165884194053208,0.015198981882378388,137,0.6411764705882353,0.6208920187793427,0.6147540983606558,0.6256075292427447,0.011290481765068952
1.8492218653361003,0.34396734394147777,0.14502875010172525,0.013563336431736305,SAMME,,0.1,250,"{'algorithm': 'SAMME', 'base_estimator': None, 'learning_rate': 0.1, 'n_estimators': 250}",0.6378504672897196,0.6455399061032864,0.5990566037735849,0.6275430359937402,0.02031662978979894,127,0.6505882352941177,0.6314553990610329,0.6194379391100703,0.6338271911550736,0.012827166130040448
2.4868412017822266,0.35974044963474044,0.17403038342793783,0.02943746628459814,SAMME,,0.1,300,"{'algorithm': 'SAMME', 'base_estimator': None, 'learning_rate': 0.1, 'n_estimators': 300}",0.6378504672897196,0.6408450704225352,0.6202830188679245,0.63302034428795,0.00905803012947492,121,0.6505882352941177,0.6232394366197183,0.6346604215456675,0.6361626978198345,0.011215519685868383
0.7628453572591146,0.11678576113925536,0.04933023452758789,0.001244963119561633,SAMME,,0.3,100,"{'algorithm': 'SAMME', 'base_estimator': None, 'learning_rate': 0.3, 'n_estimators': 100}",0.6261682242990654,0.6314553990610329,0.5943396226415094,0.6173708920187794,0.01637150761742275,135,0.6458823529411765,0.6326291079812206,0.6182669789227166,0.6322594799483713,0.011276958490859653
1.1980896790822346,0.1259932559515821,0.08666777610778809,0.002626871344153258,SAMME,,0.3,150,"{'algorithm': 'SAMME', 'base_estimator': None, 'learning_rate': 0.3, 'n_estimators': 150}",0.6355140186915887,0.6549295774647887,0.6084905660377359,0.63302034428795,0.0190188257276813,121,0.6670588235294118,0.653755868544601,0.6323185011709602,0.6510443977483243,0.01431168647880882
1.7141815026601155,0.07142641536731721,0.1506661574045817,0.03805596794703454,SAMME,,0.3,200,"{'algorithm': 'SAMME', 'base_estimator': None, 'learning_rate': 0.3, 'n_estimators': 200}",0.6261682242990654,0.6784037558685446,0.6580188679245284,0.6541471048513302,0.021523616853702823,103,0.6552941176470588,0.6654929577464789,0.6510538641686182,0.6572803131873853,0.006059735163677474
2.1760027408599854,0.048146594628888706,0.12399729092915852,0.004322645589141711,SAMME,,0.3,250,"{'algorithm': 'SAMME', 'base_estimator': None, 'learning_rate': 0.3, 'n_estimators': 250}",0.616822429906542,0.676056338028169,0.6768867924528302,0.6564945226917058,0.028153276855460797,100,0.6317647058823529,0.6619718309859155,0.6615925058548009,0.6517763475743564,0.014151214890027979
2.417299826939901,0.054554731676155745,0.16298254330952963,0.015921917134415663,SAMME,,0.3,300,"{'algorithm': 'SAMME', 'base_estimator': None, 'learning_rate': 0.3, 'n_estimators': 300}",0.6378504672897196,0.6854460093896714,0.6650943396226415,0.662754303599374,0.019523288464868734,97,0.6411764705882353,0.6748826291079812,0.6639344262295082,0.6599978419752416,0.014039202309551267
