URL,Titre,Nom entreprise,Adresse,Date de publication,description
https://www.indeed.fr/rc/clk?jk=a88bee6c673082af&fccid=08cedfdd897011ae&vjs=3,Développeur iOS (H/F),Meetic Group,Paris (75),2019-10-02 05:54:21.234678,"<div>Job Description<br>
<br>
<p>Derrière la plateforme Meetic, c’est le travail d’équipe, la passion et la créativité de nos centaines de salariés en Europe qui nous permet de proposer aujourd’hui le plus large choix de services de rencontre du marché.</p><p>
Notre mission est de concevoir l'Appli de rencontres de demain afin de satisfaire nos <b>millions d'utilisateurs par mois.</b></p><p>
Rejoignez <b>la communauté iOS</b> pour concevoir l'Appli de rencontres de demain !</p><p><b>
Notre environnement tech : </b>Xcode, Swift, GIT, Fastlane, CocoaPods, Jenkins…</p><p><b>
Notre organisation et nos méthodologies :</b> Feature teams, Scrum, Intégration continue, Test Driven Development...</p><p></p><br>
<p><b>
Venez faire un bout de chemin avec nous :</b></p><p>
Epanouissez-vous dans un environnement de travail collaboratif, stimulant et dynamique.</p><p>
Evoluez en <b>Feature Teams</b> regroupant toutes les compétences nécessaires pour créer un produit de qualité et différenciant : devs, produit, design, scrum, qualité.</p><p>
Contribuez à notre <b>culture Tech</b> où les principes du Crafts, l’autonomie, le partage et l’implication sont de mise.</p><p>
Progressez chaque jour dans une architecture modulaire en constante évolution.</p><p>
Participez à l’amélioration des pratiques de développement, challengez les process en place pour augmenter sans cesse la qualité de l’expérience des célibataires.</p><p>
Enrichissez vos connaissances au travers d’e-learning, de conférences, de Meetup et BBL.</p><p>
Exprimez votre créativité en participant à nos hackathons et rejoignez une équipe sympa, dynamique, constamment dans la recherche du progrès et de l'excellence technique.</p><p></p><br>
<p><b>
Au quotidien :</b></p><p>
Vous produisez un code de qualité, testé et maintenable par l’ensemble de l’équipe. On vous donne les moyens et le temps de délivrer un produit qui saura combler les célibataires.</p><p>
Vous êtes autonome et responsable de vos développements de A à Z : implémentation, tests, amélioration continue de l’architecture applicative jusqu'à la mise en prod.</p><p>
Dans les workshops, vous êtes partie prenante pour inventer, avec le Produit et le Design, de nouvelles fonctionnalités.</p><p>
Vous avez des idées et vous les mettez en œuvre pour que l’expérience utilisateur soit agréable et fun.</p></div>
<br>
<div>Qualifications<br>
<br>
<p><b>Votre profil</b></p><p>
Le développement iOS vous passionne et rien ne vous ferait manquer la WWDC.</p><p>
Encore mieux, vous avez déjà une application sur le Store à votre actif.</p><p>
Vous êtes passionné par le développement, ne jurez que par le code de qualité et raisonnez toujours ""user first"".</p><p>
Vous avez les compétences? Nous saurons les faire grandir ensemble!</p><p>
Vous êtes curieux, créatif et ouvert et convaincu par les principes de l'Agilté.</p><p>
Vous ne concevez pas votre métier sans partage avec vos collègues.</p><p>
Si en plus un environnement international vous stimule, alors nous sommes fait pour nous entendre.</p><p></p><br>
<p><b>
Et enfin</b></p><p>
Vous ne mettrez jamais longtemps pour venir travailler chez Meetic : nous sommes en plein cœur de Paris (gare St Lazare, RER A Auber à nos pieds, Métro M3-7-8-9).</p><p>
Si vous recherchez une histoire sérieuse, à temps complet pour une durée indéterminée, alors nous sommes faits pour faire du chemin ensemble.</p><p>
Faites le premier pas… envoyez-nous votre candidature.</p><br>
Additional Information<br>
<br>
null</div>"
https://www.indeed.fr/rc/clk?cmp=globesailor-sas&ti=D%C3%A9veloppeur+Web+Full+Stack+%40startup&jk=736897ba277269c9&fccid=12c7462afab56ef4&vjs=3,Sup3r Développeur Web Full Stack @Startup,GlobeSailor SAS,Paris (75),2019-10-02 12:54:32.190219,"<p><b>4pp31 4 T0u5 135 D3v310p3r5 w3b full st4k !</b></p><p>Pour soutenir sa croissance GlobeSailor, startup spécialisée dans la croisière et la location de bateaux sur Internet, recherche son super développeur web &amp; lead dev.</p><p>Créée en 2008, GlobeSailor est devenu rapidement l’un des leaders du marché grâce à une approche innovante du secteur et surtout à l’efficacité de ses outils.</p><p>Ne ratez pas une opportunité unique pour votre carrière et rejoignez notre équipe internationale !</p><p><b>Votre Profil : </b></p><p>Issue d’une école d’ingénieur (BAC+3 minimum) vous aimez coder et êtes capables de réaliser un site Internet « from scratch ». Vous êtes sensibles à l’expérience utilisateur et avez le sens du détail pour fournir un code « bug free », propre et optimisé.</p><p><b>Votre stack technologique minimum : </b></p><ul><li>PHP :</li><li>function random_dialog(){}</li><li>MySQL</li><li>SELECT CONCAT_WS('ENTU', 'ADV', 'RER') AS used_to_be</li><li>Javascript</li><li>getElementById(‘knee').innerHtml='arrow'</li><li>HTML / CSS</li><li>flag{background: background-image: linear-gradient(to right, #0000ff, #6147ff, #8d73ff, #b19dff, #d2c7ff, #e0cafe, #edcdfd, #f8d1fc, #ffa6e0, #ff75ad, #ff3d66, #ff0000);}</li></ul><p><b>Nos plus : </b></p><p>Vous travaillerez directement avec le CEO et le CTO de la société et serez donc au plus près de la vie « stratégique » de l’entreprise et de nos produits.</p><p>Plusieurs séminaires par an et des tarifs imbattables pour une croisière sur un voilier ou catamaran avec vos amis ou famille.</p><p>Rémunération motivante qui correspond à vos performances !</p><p><b>Début mission : </b> dès que possible</p><p><b>Lieu : </b> Paris 75017 – 141 Avenue de Clichy</p><p>Type d'emploi : CDI</p><p>Salaire : 30&nbsp;000,00€ à 45&nbsp;000,00€ /mois</p>"
https://www.indeed.fr/company/ACTIVUS-Group/jobs/D%C3%A9veloppeur-Net-4ea444848068ac42?fccid=e7a47c5f5575c789&vjs=3,Développeur .NET (H/F),ACTIVUS Group,Paris (75),2019-10-02 12:54:45.169522,"<p>Pour renforcer notre pôle<b>Applications digitales</b>, nous recrutons<b>un</b> <b>Développeur .NET (H/F).</b></p><p>En fonction de votre profil et de vos souhaits professionnels, vous intervenez chez un de nos clients pour lui apporter votre expertise et votre savoir-faire technologique.</p><p>Vos <b>principales missions</b>, si vous les acceptez :</p><ul><li>Participation à toute la chaîne de traitement des demandes</li><li>Chiffrage, développements, tests, suivi de production</li><li>Support, analyse et traitement anomalies</li><li>Chiffrage des réalisations, proposition de planning</li><li>Spécifications techniques</li><li>Réalisation de la solution</li><li>Recettes unitaire et d’intégration</li></ul><p>Vous souhaitez découvrir des environnements nouveaux et dynamiques, être immergé dans toutes les dernières technologies, tout en approfondissant vos connaissances dans les environnements de production de nos clients.</p><p>Vous êtes force de proposition pour proposer de nouveaux modes de travail en phase avec la digitalisation de nos clients.</p><p>Vous aimez travailler au sein d’équipes pluridisciplinaires et vous êtes reconnu pour votre capacité d’adaptation dans les équipes de développement.</p><p>Notre Agilité associée à la diversité de nos clients grands-comptes dans les secteurs santé, transport, grande distribution, Télécoms, banque et assurance, offrent aujourd’hui à nos équipes de nombreuses perspectives d’évolution.</p><p><b>PROFIL</b></p><p>Diplômé d’un niveau ingénieur informatique (<b>BAC +5</b>), issu d’une grande école ou autodidacte geek, vous justifiez de<b>2 ans minimum</b> d’expérience dans un poste similaire.</p><p>Aussi, vous maîtrisez les environnements suivants :</p><ul><li><b>Microsoft</b></li><li><b>.Net</b></li><li><b>C#</b></li><li><b>PHP</b></li><li><b>WordPress</b></li><li><b>SQL Server</b></li><li><b>MySQL</b></li><li><b>SSIS</b></li><li><b>Sybase</b></li><li><b>Unix</b></li><li><b>PL/SQL</b></li></ul><p>Vous maîtrisez le <b>requêtage SQL sous Oracle</b>.</p><p>Vous êtes organisé, méthodique, rigoureux et avez le sens du travail en équipe. Notre dynamisme et les projets innovants sur lesquels nous évoluons offrent à ceux qui nous rejoignent des opportunités motivantes. Nous saurons vous accompagner dans votre évolution.</p><p>Alors ! Serez-vous des nôtres ?</p><p><b>ACTIVUS</b></p><p><b>ACTIVUS-Group</b>est une société de conseil de croissance qui, en 4 ans, est devenue experte dans ses domaines d’intervention :</p><ul><li>IA, Big Data, Analytics, DataScience</li><li>Conseil et Audit</li><li>User Experience et Mobile Apps, DataVizualisation</li><li>Sécurité des Systèmes</li><li>Infrastructures Cloud et SaaS</li><li>Process Industriels</li></ul><p>Nous entretenons avec nos partenaires une relation de confiance solide et durable qui s’appuie sur la proximité de nos équipes et l’expertise de nos consultants.</p><p>Notre, équipe composée de technophiles passionnés, renforce tous les jours notre ADN par son excellence technologique.</p><p>En 2019 notre groupe double ses effectifs en recrutant 100 nouveaux consultants sur tous nos domaines d’expertise.</p><p>En complément de nos implantations de proximité à Toulouse et Paris, nous poursuivons notre maillage local en ouvrant quatre agences à : Bordeaux, Lyon, Nantes, Aix/Marseille.</p><p>Nous recrutons aussi sur Hambourg, en République Tchèque et en Suisse.</p><p>Type d'emploi : Temps plein, CDI</p><p>Expérience:</p><ul><li>Développeur .Net ou similaire: 2 ans (Requis)</li></ul>"
https://www.indeed.fr/pagead/clk?mo=r&ad=-6NYlbfkN0BKga2l6fn8ji62lpL1uRRdCZzvBA1WSNhA7BNst4nNJcirZgwP55wBsE4XCmNKuJTNsc2QsHTobkjiW8ypRR_PrZBzjyFxwp57XTibeZpaNu6HMMCR8_ys9WyVl-3WIoLfjeGnSTnDR6aHHZh32bnHmAkeB4vp_vNhR-aJOIXKlv-j4YNW7ISbApx-Uq_Dh5Tu6WPtf6wjI6Dzl9d9TYpFFENXR42JL2fdepYp2-pzLaVkKBpTlETKd1b7aTmPqMEAlMppOyF-q_IKWqMTBFgG7lfqEiyyQ0JjoH10Aq-MIk0R_RRjBxXxt_FOW8cv-yAI2FP6bWi0-N2Gaa4xLTD1vnWMqP_nEbImnP7filFfKyRbRmxYqPe0ZpK2aB3Tm-yKruvqBH8i6_d4TczkN7PIhn6c26ktyBas88-qR2tl9QQQRApMGYnJ_VLxxTjK5m_1ntoGMW68GiUJpSUi6IdOm3oscN-nI1g=&p=16&fvj=1&vjs=3,Développeur(euse) Web Fullstack senior,Innovela,75011 Paris 11e,2019-09-24 15:55:00.369016,"<p><b>Le poste</b><br>Au sein de l’équipe de développement d’Innovela, vous participerez à la conception et au développement d’applications Web ou Mobile en utilisant les solutions de la plateforme Google principalement.</p><p>Vous travaillerez en mode agile au sein d’une équipe passionnée et dynamique, et sur des technologies toujours plus innovantes.</p><p>Les projets sont effectués soit chez nos clients, soit directement dans les locaux d’Innovela situés dans le 11ème arrondissement de Paris.</p><p>Enfin, vous participerez également aux événements organisés par Google (Summit, formations etc..) dans le cadre du partenariat Innovela-Google.</p><p><b>Les responsabilités</b></p><ul><li>Identifier et conseiller les solutions appropriées pour répondre aux besoins des clients.</li><li>Participer aux différentes phases d’un projet (analyse, prototypage, conception, développement, déploiement, maintenance).</li><li>Développer des applications Web responsive (Backend et Frontend).</li><li>Piloter et/ou participer aux diverses réunions de travail.</li><li>Effectuer de la veille technologique sur les technologies web, cloud et Google</li></ul><p><b>Qualifications souhaitées</b></p><ul><li>Master/Ingénieur en informatique ou dans un domaine technique associé</li><li>Compétences en développement Web, en programmation Python et JavaScript (ou langages similaires)</li><li>Bonne connaissance des bases de données (relationnelles et non-relationnelles)</li><li>Niveau d’anglais opérationnel</li><li>Autonome, curieux(-se), passionné(e) et motivé(e)</li></ul><p><b>Pourquoi Innovela ?</b><br>Innovela est une société relativement jeune qui grandit doucement tout en gardant des valeurs importantes à nos yeux comme le respect, l'écoute, la collaboration, le partage, la confiance. La multitude de projets sur lesquels nous intervenons permet de ne jamais se lasser et d'apprendre constamment.</p><p>Pour vous donner une idée, voici un des plus gros projets sur lesquels nous travaillons depuis 2 ans et qui a été primé au CES cette année : https://www.e-cassini.fr/notre-solution</p><p>Donc si vous aimez les dernières technologies, que vous etes curieux-se, que vous avez envie d'apprendre et tout simplement que vous voulez prendre du plaisir à venir travailler, vous devriez au moins postuler pour tenter de nous rejoindre ;)</p><p>Type d'emploi : CDI</p><p>Salaire : 52&nbsp;000,00€ à 65&nbsp;000,00€ /an</p><p>Langue:</p><ul><li>anglais (Souhaité)</li></ul>"
https://www.indeed.fr/pagead/clk?mo=r&ad=-6NYlbfkN0CfNWPNVmY518qXJCXgKr8LztMrbmrQnLSX_v0Y3KfTQ5xhKbmVPyAaNxi-3c17ViZjgi-KdYN4jn76omgN5qk7p13hOj9z8JCGfWhNI61R_2kS_X9mxNVItY3zkmOuHIA_AJ5-yzVBYHG4Mm9Sk7iAWqfQRUDcw2pimHa_WFswgliDz83QgeQ3IZ-cZJbc3vQWkxSff9hKki02Xtt6H74nzRIiXunXE0P03xWNfAM1mmKR3bPaOCkD199bmqey-ZHkcMRq-wGdYHn3zugVrrlTCbnu5gV8fk6kUtJSntRY1T8qjEy-l4acIwIDF-rGYF6RpfyrnnOj9VmNYouTEIOl-6NaU3dhmhey7Cfvs6-vbAKgLvfZv7SZtsG2e1TOw8N6_ZQc-g5hEllo1H-y5m2n81341czyUDgy16J3P8m77QQXjwO2Mo985Vgg0wsdjIlpIeq6D7ADgoX7mbvX8Ey14UDp3delx4dxHkztpI4rDg==&p=17&fvj=0&vjs=3,Développeur Android (H/F),Universign,Paris (75),2019-09-02 15:55:13.430067,"<div><div><b>Universign</b> est le pure player de référence sur le marché de la confiance numérique. Pour convaincre et fidéliser nos clients sur un sujet aussi sensible que celui de la transaction en ligne, nous visons l’excellence et innovons au quotidien.</div><div>
Mais chez Universign, on sait aussi être exigeant et détendu. Eh oui, chez nous travailler doit rester un plaisir. Alors on innove aussi pour nous, pour créer un environnement de travail aussi stimulant qu’épanouissant pour tous. Que vous soyez un gros gamer ou branché permaculture, vous vous sentirez chez vous.</div><div>
Alors, on n’est pas bien, là ? Et vous savez qu’on n’arrête pas de grandir et qu’on recrute ?<br>
<br>
</div><div>Eh oui, Universign renforce son équipe Engineering et recrute un: <b>Développeur Android (H/F)</b></div></div>
<br>
<div><div><b>Votre to-do est toute prête :</b></div><div><b>
</b></div><div><b>
Etude </b>de faisabilité technique et<b> rédaction</b> des spécifications techniques</div><div><b>
Etudes de risques et impacts techniques</b></div><div><b>
Analyse et développement </b>des composants</div><div><b>
Test, identification et traitement </b>des dysfonctionnements éventuels</div><div>
</div><div><b>
La touche Universign :</b></div><div>
Nous avons préparé une période de formation et d'intégration avec des rendez-vous internes, un survival kit, des ateliers méthodologies et outils, et même un parrain.<br>
Nous proposons également des tickets restaurant, un co financement d'activité sportive, des horaires flexibles, la possibilité de travailler en remote, un petit déjeuner hebdo avec la team, Nespresso à volonté, des blinds déjeuner avec les collègues et des fruits frais chaque semaine.</div><br>
<div><b>
En plus d’être branché.e high tech, doué en algorithme et , ce qui nous plairait chez vous, c’est qu’on parle la même ${lang}</b>: Java, Android, Gradle, Jenkins/Sonar.</div><div>
Une expérience de 3 à 4 ans serait un plus pour venir relever nos défis techniques.</div></div><div></div>"
https://www.indeed.fr/pagead/clk?mo=r&ad=-6NYlbfkN0CvCzHKCV0pBpk3dBljYpIK7giJwAvpA3QpNppQJMstrYsXzreKNrmBQhi2Yt05rEiiz3bztyonHYJBPjcdA8vcukUCzS1zU_Gh-BM-rShw2AFX07o4bQpYDkydvzsUCk6nqP7ZI1sSYdTAixUk410w-vIDtWsFXgxvPpaTvgqFQwOAyXnjaivAl3IHxvwL3NwaUD-FV2DbNz7tI0_urPSmudT1gRMbgnykr0_Ya3hMAsK0zouFT2QDQLspQoWgohpi0N-rQFUhenvZXRRzDrimeJJ4jFo5gSeWe1Y7n5DQoURDOyXK70kQzvg_77aqclu6jul5cgQCUM_RbDbXvxitGaKnJV0XCl7JQyjXSWlJSc5Ofju8hPq-xlo-f8nsEkm0xBydL1e3cixThUlCIr9NLeH9o9Q6L5C8y9uVQ81hR8Iaxu6RqM0l1UF6wlTVhe_4ow989lSG3w==&p=18&fvj=1&vjs=3,Développeur Java H/F,Capgemini,Paris (75),2019-09-18 15:55:29.611052,"<p><b>Développeur JAVA JEE H/F</b></p><p>Capgemini qu’est-ce que cela t’évoque ?</p><p>Pour nous, une success story à la française. Au départ une startup grenobloise lancée par un homme, Serge Kampf, devenue une référence mondiale en matière de conseil et de services informatiques.</p><p>Tu as envie de :</p><ul><li>concevoir et développer de nouvelles applications en <b>Java Jee</b> et <b>Angular </b></li><li>laisser ton empreinte digitale sur des projets innovants et d’envergure</li><li>intégrer une communauté de Software Engineers passionnés</li><li>et bénéficier de tous les avantages d’un grand groupe</li></ul><p>Aux portes de Paris, dans nos locaux flambant neufs d'Issy les Moulineaux, nous te proposons de rejoindre des projets d’envergure en <b>Agile</b>. Tu seras amené à travailler sur des projets variés qui feront appel à de la programmation <b>Java EE</b>, <b>Scala</b> ou <b>Kotlin</b></p><p>Ton quotidien couvrira l’ensemble du cycle de vie du projet : expression de besoins, spécifications, recettes, exploitation, développement et déploiement <b>DevOps</b>.</p><p>En tant que developpeur Java, nous te proposons de plonger dans un univers technique varié : <b>Spring</b>, <b>SpringBoot</b>, <b>Hibernate</b>, <b>Maven</b>, <b>Jenkins</b>, <b>Git</b>, <b>Sonar</b>. Vous pourrez monter en compétences sur du frontend : <b>AngularJS</b>, <b>Angular</b>, <b>React</b>, <b>Vue.JS</b>, <b>Ext.JS</b></p><p>Quelque-soit ton souhait à moyen terme, devenir Lead Dev, Lead tech, Scrum Master, Business Analyst ou encore Chef de projet. Capgemini a mis en place tous les outils pour t’y amener.</p><p>Capgemini, c’est également de multiples avantages : des communautés, formations e-learning ou en présentiel, un CE très actif, des voyages, RTT, des formations de développement personnel…</p><p>Tu as envie d’aller plus loin ou dans savoir plus ? N’hésite pas, postule dès maintenant !</p><p>Type d'emploi : CDI</p>"
https://www.indeed.fr/pagead/clk?mo=r&ad=-6NYlbfkN0C1anuZYg7BJZmSXWkc7NGEzYg7ZfSr0sl1EzZdOu9htKBxXkKcf3XmIWHPsL-AoVWHthgUFR42Eurq4tpZkq-pXYkyWUfKCEivtMnhmtkPfDF1EuAPSx7qsV7fQN_241HmU_ItcMADk2JYBFd8lxpJWy0VzCWOO-qyEynwEiBwRseO5_u2iscu1YgthCmMtcv84IjXqQCvNG8IpNwAxtQqvCUrFA0tdvU75FuEepg1nzpwuiFJLiWPAb0NUNDH1cn8OnJH3RyqPOfpiix34oy-RX8iwYP-5TNiPdyhlYyGdHQeRTv9_CMtkBipmie8Z1h57dpBI_5ZaVjirWIsNnAAymSX_fsHqwgyC1EcKx6aAzYtBkKQa-LFgppS18XDogWJsJbuPucTlmJcJkH5egElA76iu5qEGYC8SE8XtvRiMHtWx_nue0_SRPw40H-OOAySq3NVeSER5g==&p=0&fvj=1&vjs=3,Développeur JAVA/J2EE H/F,Wake IT UP,Île-de-France,2019-10-02 14:55:43.627395,"<p><b>La société</b></p><ul><li>Créée dans les années 2000 en mode Startup, cette société compte aujourd’hui plus de 700 salariés.</li><li>Elle a une présence internationale aux USA, à Dubaï, en Australie et au Canada ; et c’est l’un des leaders dans le domaine des solutions Marketing digitales.</li><li>Le succès est au rendez-vous : la société est l’un des partenaires les plus importants de Google.</li><li>Dans ce cadre stimulant, la société concentre toute son énergie dans le développement des outils de gestion en interne, qui par la suite seront commercialisés auprès de leurs clients en mode éditeur SaaS.</li></ul><p><b>Le poste </b></p><ul><li>Vous rejoignez une équipe à taille humaine (5 personnes) pour travailler sur ce projet d’envergure ;</li><li>Vous analysez d’abord l’existant ;</li><li>Vous mettez en place une stratégie d’amélioration du code legacy et vous déléguez les tâches de maintenance à des équipes Offshore ;</li><li>Vous analysez les besoins des utilisateurs et vous les transcrivez en spécifications techniques ;</li><li>Vous travaillez sur l’organisation et la création de la nouvelle solution (une partie from scratch et une partie amélioration de l’existant) ;</li><li>Vous êtes force de proposition au niveau technique.</li></ul><p><b>La Stack</b></p><p>JAVA / JEE 6+ et des Design Patterns</p><p>Spring, Hibernate, Tapestry, JPA, Junit, de SOA et des architectures WEB / REST</p><p>Git, méthodes agiles (SCRUM)</p><p>Linux, MySQL, Maven, IntelliJet, Tomcat</p><p><b>Wake IT Up aime</b></p><ul><li>Les locaux superbes et agréables côté Rive Gauche</li><li>Faire partie d’une petite équipe et travailler sur le projet le plus stratégique de la société en 2019</li><li>Participer à la création d’un nouvel outil et ceci dès le début !</li></ul><p>Ce poste de Développeur Java a été minutieusement choisi par Wake IT UP, cabinet d’Experts en Recrutement Tech (CDI et clients finaux uniquement) – www.wakeitup.tech</p><p>Type d'emploi : Temps plein, CDI</p><p>Salaire : 42&nbsp;000,00€ à 50&nbsp;000,00€ /an</p><p>Expérience:</p><ul><li>développeur java/j2ee h/f ou similaire: 3 ans (Souhaité)</li></ul>"
https://www.indeed.fr/pagead/clk?mo=r&ad=-6NYlbfkN0CfNWPNVmY518qXJCXgKr8LztMrbmrQnLSX_v0Y3KfTQ5xhKbmVPyAaNxi-3c17ViZjgi-KdYN4jn76omgN5qk7p13hOj9z8JCGfWhNI61R_2kS_X9mxNVItY3zkmOuHIA_AJ5-yzVBYHG4Mm9Sk7iAWqfQRUDcw2qxEdP6FBMZxKMcbnJslp5QSoCbW4vw76UVUR7gRefQ641raFMcwGJDcRjY-exEwpG0lNm8GBojc65ePUb0TrrEXJ1jDq2Vlh35ITXsPY-f7aFgh09Aw_PCehbwZqlZOWZVpnEtI-56YkqUVfSJZEfilZauSscuvz8XFoKakAz0Ya0OHb8IVbJc_Cl11WlJJkYEnKtLIkUijcfTGfCHuoUipaJVj4VyAtyU-a4VOvPPJRkygQ22W8fXJAIdxnjmtvUhDMX35kD98OORFwMrp2KJMlDd7nhRqoD6K176KLQID3L9VrII3JL7XdofhIIMjzGSXK2KL3_Y0w==&p=1&fvj=0&vjs=3,Développeur Android (H/F),Universign,Paris (75),2019-09-02 15:55:54.548724,"<div><div><b>Universign</b> est le pure player de référence sur le marché de la confiance numérique. Pour convaincre et fidéliser nos clients sur un sujet aussi sensible que celui de la transaction en ligne, nous visons l’excellence et innovons au quotidien.</div><div>
Mais chez Universign, on sait aussi être exigeant et détendu. Eh oui, chez nous travailler doit rester un plaisir. Alors on innove aussi pour nous, pour créer un environnement de travail aussi stimulant qu’épanouissant pour tous. Que vous soyez un gros gamer ou branché permaculture, vous vous sentirez chez vous.</div><div>
Alors, on n’est pas bien, là ? Et vous savez qu’on n’arrête pas de grandir et qu’on recrute ?<br>
<br>
</div><div>Eh oui, Universign renforce son équipe Engineering et recrute un: <b>Développeur Android (H/F)</b></div></div>
<br>
<div><div><b>Votre to-do est toute prête :</b></div><div><b>
</b></div><div><b>
Etude </b>de faisabilité technique et<b> rédaction</b> des spécifications techniques</div><div><b>
Etudes de risques et impacts techniques</b></div><div><b>
Analyse et développement </b>des composants</div><div><b>
Test, identification et traitement </b>des dysfonctionnements éventuels</div><div>
</div><div><b>
La touche Universign :</b></div><div>
Nous avons préparé une période de formation et d'intégration avec des rendez-vous internes, un survival kit, des ateliers méthodologies et outils, et même un parrain.<br>
Nous proposons également des tickets restaurant, un co financement d'activité sportive, des horaires flexibles, la possibilité de travailler en remote, un petit déjeuner hebdo avec la team, Nespresso à volonté, des blinds déjeuner avec les collègues et des fruits frais chaque semaine.</div><br>
<div><b>
En plus d’être branché.e high tech, doué en algorithme et , ce qui nous plairait chez vous, c’est qu’on parle la même ${lang}</b>: Java, Android, Gradle, Jenkins/Sonar.</div><div>
Une expérience de 3 à 4 ans serait un plus pour venir relever nos défis techniques.</div></div><div></div>"
https://www.indeed.fr/pagead/clk?mo=r&ad=-6NYlbfkN0CLYf4Vdfg9YOB-JhQoUi7lwomwGEyMztiMw04Ez2kv4OO_vaZbemCETpgPewgOzaRUlAy28456f2rHokFGA2yu-FAbF_BORyTl0pp4i6hz60LTvBl1_1xb_OMaTNINa-0gaWTHw4uVdc5YEy21dog5iv18rzRw_SHsKE5_PBlRL8HvQ4dP1nbTK4VcFGtB4KY4O-qAenGLsQonfrr0hO9e2nYd-TUt2SeqHy6kCryr6GD69iB_YmKzVKjJqhKQcCrklWRyj2mh3nOWwgc2B3ddtDH3ZN2US2f4Ah7TgBp1jkOmmfkAIrjs4RQU6xvfIf8BLjFk-3jrcKnSagAkebcNNBs3Mx-XpSG-ti2lkQOiLToz0i2Oxic93W6IMi6m6laa5NNuleVuZ-zbxR5wABncjc-69CvIyBjrarFY5i4mM4JjYKx87v1daYjyw2GplgksANFMOmd44A==&p=2&fvj=1&vjs=3,Développeur Fullstack,Data Impact,75010 Paris 10e,2019-09-02 15:56:11.393236,"<p><b>DATA IMPACT, C’EST QUOI ?</b></p><p><b>Le développement très rapide du e-commerce et du digital donne aujourd’hui accès à des milliers d’informations. </b></p><ul><li><b>Chaque jour, Data Impact collecte plus de 3 milliards d’informations, que nous traitons et utilisons dans des outils de veille et d’action innovants à destination des plus grands groupes de consommation tel que Unilever, Nestlé, Pepsico, Heineken</b></li><li><b>Notre objectif : donner en temps réel à nos clients une véritable visibilité sur le marché et leurs performances digitales.</b></li><li><b>L’esprit Start-up fait partie de l’ADN de Data Impact, créé en 2014. En pleine croissance, notamment à l’international, nous cherchons de nouveaux collaborateurs pour enrichir notre équipe de développeurs.</b></li><li><b>Une atmosphère conviviale et un climat de confiance, qui favorise l’autonomie et le challenge et offre de réelles opportunités d’embauche !</b></li></ul><p><b>LA MISSION : </b></p><p>En tant que Développer Fullstack tu auras pour mission de maintenir, améliorer et développer les outils permettant la création du référentiel de données de Data Impact.</p><ul><li><b>Participation </b>à la conception de nouveaux blocs et outils</li><li><b>Développement</b> d’applications et de nouveaux produits de BI</li><li><b>Maintenance </b>évolutive des produits existants</li><li><b>Participation</b> à la mise en place de la stratégie IT</li></ul><p>Type d'emploi : Temps plein, CDI</p><p>Expérience:</p><ul><li>développeur fullstack: 2 ans (Requis)</li></ul><p>Formation:</p><ul><li>Bac +3 (Licence / Bachelor) (Requis)</li></ul>"
https://www.indeed.fr/pagead/clk?mo=r&ad=-6NYlbfkN0AtFAOVYquSy8vMzyjBWOxkfrpHwQATlMMyGSJSwptcoQMqDckLNDnfGHOMNvktQmnVB8-I_0gwiMZagjkkwJLvLfsrdzAsfJKKQJAyNRumXLgnRFyXw1hNLoDMWJVoG314jhcdLCElgY6wM500JFOIOh6CzUPJlHtsK1tGOIFIZvjd3abdTfKGN_UlgwBEMCgOhvii21ZHYG6C2kEOFxQoeoYYlvAHYrRM7Kk03lEFWP16kLhICuBxIcurAVUfGywP1-Hx8eY-lNI_0g3c01d9KmGUgR3ENEbg6gds-kwnaGoJdmMyu0rFIv1vSmHBODBS0Zgy3ZIAKGIe4N5_yDkbnaPbfhQ4g26IogB78Ux62B0RHWKwAHun-wbJsWWUS96FzLgk4JAUbBM5lgNt3Un2POP32cF8qNpAN-vqo6UPVT5hBjqxg8Rvfh6RUurMFOI=&p=3&fvj=1&vjs=3,Développeur Informatique H/F,VALENTE SECURYSTAR,94320 Thiais,2019-10-01 15:56:26.380315,"<p>VALENTE SECURYSTAR, fabricant de portes blindées, menuiseries métalliques, serrures, cylindres...</p><p>Vous souhaitez évoluer dans un secteur en forte croissance dans une entreprise très dynamique.</p><p>Description de la mission</p><p>Vous participerez au développement des solutions logiciel.</p><p>Profil</p><p>De formation spécialisée minimum bac +2 en informatique, vous avez une première expérience réussie en milieu professionnel. Vous avez de bonnes capacités à travailler en autonomie comme en équipe.</p><p>Une expérience sur les langages et outils suivants est recherchée :</p><p>Visual Basic<br>Javascript et environnement React, HTML et CSS<br>Un langage orienté objet<br>Une expérience sur les bases de données :</p><p>Access<br>SQL (Server)<br>Type d'emploi : CDI</p><p>Rémunération :<br>Salaire : 1850,00€</p><p>1 850€ + 10 Heures supplémentaire à 25% pendant la période d’essai (2 mois) soit un total de 2002 euro / mois.</p><p>Type d'emploi : CDI</p><p>Salaire : 1&nbsp;850,00€ /mois</p><p>Expérience:</p><ul><li>développeur informatique h/f ou similaire: 1 an (Souhaité)</li></ul>"
